530,"Sumburgh Airport","Sumburgh","United Kingdom","LSI","EGPB",59.87889862060547,-1.2955600023269653,20,0,"E","Europe/London","airport","OurAirports"
531,"Wick Airport","Wick","United Kingdom","WIC","EGPC",58.458900451660156,-3.09306001663208,126,0,"E","Europe/London","airport","OurAirports"
532,"Aberdeen Dyce Airport","Aberdeen","United Kingdom","ABZ","EGPD",57.201900482177734,-2.197779893875122,215,0,"E","Europe/London","airport","OurAirports"
533,"Inverness Airport","Inverness","United Kingdom","INV","EGPE",57.54249954223633,-4.047500133514404,31,0,"E","Europe/London","airport","OurAirports"
534,"Glasgow International Airport","Glasgow","United Kingdom","GLA","EGPF",55.8718986511,-4.43306016922,26,0,"E","Europe/London","airport","OurAirports"
535,"Edinburgh Airport","Edinburgh","United Kingdom","EDI","EGPH",55.95000076293945,-3.372499942779541,135,0,"E","Europe/London","airport","OurAirports"
536,"Islay Airport","Islay","United Kingdom","ILY","EGPI",55.68190002441406,-6.256669998168945,56,0,"E","Europe/London","airport","OurAirports"
537,"Glasgow Prestwick Airport","Prestwick","United Kingdom","PIK","EGPK",55.5093994140625,-4.586669921875,65,0,"E","Europe/London","airport","OurAirports"
538,"Benbecula Airport","Benbecula","United Kingdom","BEB","EGPL",57.48109817504883,-7.3627800941467285,19,0,"E","Europe/London","airport","OurAirports"
539,"Scatsta Airport","Scatsta","United Kingdom","SCS","EGPM",60.43280029296875,-1.2961100339889526,81,0,"E","Europe/London","airport","OurAirports"
540,"Dundee Airport","Dundee","United Kingdom","DND","EGPN",56.45249938964844,-3.025830030441284,17,0,"E","Europe/London","airport","OurAirports"
541,"Stornoway Airport","Stornoway","United Kingdom","SYY","EGPO",58.215599060058594,-6.331110000610352,26,0,"E","Europe/London","airport","OurAirports"
542,"Tiree Airport","Tiree","United Kingdom","TRE","EGPU",56.49919891357422,-6.869170188903809,38,0,"E","Europe/London","airport","OurAirports"
543,"RAF Leuchars","Leuchars","United Kingdom","ADX","EGQL",56.37289810180664,-2.8684399127960205,38,0,"E","Europe/London","airport","OurAirports"
544,"RAF Lossiemouth","Lossiemouth","United Kingdom","LMO","EGQS",57.7052001953125,-3.339169979095459,42,0,"E","Europe/London","airport","OurAirports"
545,"Cambridge Airport","Cambridge","United Kingdom","CBG","EGSC",52.205002,0.175,47,0,"E","Europe/London","airport","OurAirports"
546,"Peterborough Business Airport","Peterborough","United Kingdom",\N,"EGSF",52.468101501464844,-0.2511110007762909,26,0,"E","Europe/London","airport","OurAirports"
547,"Norwich International Airport","Norwich","United Kingdom","NWI","EGSH",52.6758003235,1.28278005123,117,0,"E","Europe/London","airport","OurAirports"
548,"London Stansted Airport","London","United Kingdom","STN","EGSS",51.8849983215,0.234999999404,348,0,"E","Europe/London","airport","OurAirports"
549,"North Weald Airport","North Weald","United Kingdom",\N,"EGSX",51.721698761,0.154166996479,321,0,"E","Europe/London","airport","OurAirports"
550,"Sheffield City Heliport","Fowlmere","United Kingdom",\N,"EGSY",53.394299,-1.38849,231,0,"E","Europe/London","airport","OurAirports"
551,"Cranfield Airport","Cranfield","United Kingdom",\N,"EGTC",52.0722007751,-0.616666972637,358,0,"E","Europe/London","airport","OurAirports"
552,"Exeter International Airport","Exeter","United Kingdom","EXT","EGTE",50.73440170288086,-3.4138898849487305,102,0,"E","Europe/London","airport","OurAirports"
553,"Bristol Filton Airport","Bristol","United Kingdom","FZO","EGTG",51.5194015503,-2.59083008766,226,0,"E","Europe/London","airport","OurAirports"
554,"Oxford (Kidlington) Airport","Oxford","United Kingdom","OXF","EGTK",51.8368988037,-1.32000005245,270,0,"E","Europe/London","airport","OurAirports"
555,"RAF Benson","Benson","United Kingdom","BEX","EGUB",51.616401672399995,-1.09582996368,226,0,"E","Europe/London","airport","OurAirports"
556,"RAF Lakenheath","Lakenheath","United Kingdom","LKZ","EGUL",52.409301757799994,0.56099998951,32,0,"E","Europe/London","airport","OurAirports"
557,"RAF Mildenhall","Mildenhall","United Kingdom","MHZ","EGUN",52.361900329589844,0.48640599846839905,33,0,"E","Europe/London","airport","OurAirports"
558,"RAF Wattisham","Wattisham","United Kingdom",\N,"EGUW",52.1273002625,0.956264019012,284,0,"E","Europe/London","airport","OurAirports"
559,"RAF Wyton","Wyton","United Kingdom","QUY","EGUY",52.3572006226,-0.107832998037,135,0,"E","Europe/London","airport","OurAirports"
560,"RAF Fairford","Fairford","United Kingdom","FFD","EGVA",51.6822013855,-1.7900300025900002,286,0,"E","Europe/London","airport","OurAirports"
561,"RAF Brize Norton","Brize Norton","United Kingdom","BZZ","EGVN",51.75,-1.58362,288,0,"E","Europe/London","airport","OurAirports"
562,"RAF Odiham","Odiham","United Kingdom","ODH","EGVO",51.2341003418,-0.94282501936,405,0,"E","Europe/London","airport","OurAirports"
563,"DCAE Cosford Air Base","Cosford","United Kingdom",\N,"EGWC",52.639999,-2.30558,272,0,"E","Europe/London","airport","OurAirports"
564,"RAF Northolt","Northolt","United Kingdom","NHT","EGWU",51.553001403799996,-0.418166995049,124,0,"E","Europe/London","airport","OurAirports"
565,"RAF Coningsby","Coningsby","United Kingdom","QCY","EGXC",53.0929985046,-0.166014000773,25,0,"E","Europe/London","airport","OurAirports"
566,"RAF Dishforth","Dishforth","United Kingdom",\N,"EGXD",54.1371994019,-1.42025005817,117,0,"E","Europe/London","airport","OurAirports"
567,"Leeming Airport","Leeming","United Kingdom",\N,"EGXE",54.2924,-1.5354,132,0,"E","Europe/London","airport","OurAirports"
568,"Leeds East Airport","Church Fenton","United Kingdom",\N,"EGXG",53.834301,-1.1955,29,0,"E","Europe/London","airport","OurAirports"
569,"RAF Honington","Honington","United Kingdom","BEQ","EGXH",52.34260177612305,0.7729390263557434,174,0,"E","Europe/London","airport","OurAirports"
570,"RAF Cottesmore","Cottesmore","United Kingdom",\N,"EGXJ",52.735699,-0.648769,461,0,"E","Europe/London","airport","OurAirports"
571,"RAF Scampton","Scampton","United Kingdom","SQZ","EGXP",53.307800293,-0.550832986832,202,0,"E","Europe/London","airport","OurAirports"
572,"RAF Wittering","Wittering","United Kingdom",\N,"EGXT",52.612598,-0.476453,273,0,"E","Europe/London","airport","OurAirports"
573,"RAF Linton-On-Ouse","Linton-on-ouse","United Kingdom","HRT","EGXU",54.0489006042,-1.2527500391,53,0,"E","Europe/London","airport","OurAirports"
574,"RAF Waddington","Waddington","United Kingdom","WTN","EGXW",53.1661987305,-0.523810982704,231,0,"E","Europe/London","airport","OurAirports"
575,"RAF Topcliffe","Topcliffe","United Kingdom",\N,"EGXZ",54.205501556399994,-1.3820899725,92,0,"E","Europe/London","airport","OurAirports"
576,"RAF Cranwell","Cranwell","United Kingdom",\N,"EGYD",53.0303001404,-0.48324200511,218,0,"E","Europe/London","airport","OurAirports"
577,"RAF Barkston Heath","Barkston Heath","United Kingdom",\N,"EGYE",52.962200164799995,-0.561625003815,367,0,"E","Europe/London","airport","OurAirports"
578,"RAF Marham","Marham","United Kingdom","KNF","EGYM",52.648395,0.550692,75,0,"E","Europe/London","airport","OurAirports"
579,"Mount Pleasant Airport","Mount Pleasant","Falkland Islands","MPN","EGYP",-51.82279968261719,-58.447200775146484,244,-3,"U","Atlantic/Stanley","airport","OurAirports"
580,"Amsterdam Airport Schiphol","Amsterdam","Netherlands","AMS","EHAM",52.308601,4.76389,-11,1,"E","Europe/Amsterdam","airport","OurAirports"
581,"Budel Airfield Kempen","Weert","Netherlands",\N,"EHBD",51.255299,5.60139,114,1,"E","Europe/Amsterdam","airport","OurAirports"
582,"Maastricht Aachen Airport","Maastricht","Netherlands","MST","EHBK",50.911701,5.77014,375,1,"E","Europe/Amsterdam","airport","OurAirports"
583,"Deelen Air Base","Deelen","Netherlands",\N,"EHDL",52.0606,5.87306,158,1,"E","Europe/Amsterdam","airport","OurAirports"
584,"Drachten Airport","Drachten","Netherlands",\N,"EHDR",53.1192016602,6.12972021103,14,1,"E","Europe/Amsterdam","airport","OurAirports"
585,"Eindhoven Airport","Eindhoven","Netherlands","EIN","EHEH",51.4500999451,5.37452983856,74,1,"E","Europe/Amsterdam","airport","OurAirports"
586,"Eelde Airport","Groningen","Netherlands","GRQ","EHGG",53.1197013855,6.57944011688,17,1,"E","Europe/Amsterdam","airport","OurAirports"
587,"Gilze Rijen Air Base","Gilze-rijen","Netherlands","GLZ","EHGR",51.56740188598633,4.931829929351807,49,1,"E","Europe/Amsterdam","airport","OurAirports"
588,"De Kooy Airport","De Kooy","Netherlands","DHR","EHKD",52.92340087890625,4.780620098114014,3,1,"E","Europe/Amsterdam","airport","OurAirports"
589,"Lelystad Airport","Lelystad","Netherlands","LEY","EHLE",52.4603,5.52722,-13,1,"E","Europe/Amsterdam","airport","OurAirports"
590,"Leeuwarden Air Base","Leeuwarden","Netherlands","LWR","EHLW",53.228599548339844,5.760560035705566,3,1,"E","Europe/Amsterdam","airport","OurAirports"
591,"Rotterdam The Hague Airport","Rotterdam","Netherlands","RTM","EHRD",51.956902,4.43722,-15,1,"E","Europe/Amsterdam","airport","OurAirports"
592,"Soesterberg Air Base","Soesterberg","Netherlands","UTC","EHSB",52.1273002625,5.27618980408,66,1,"E","Europe/Amsterdam","airport","OurAirports"
593,"Twente Airport","Enschede","Netherlands","ENS","EHTW",52.275833,6.889167,114,1,"E","Europe/Amsterdam","airport","OurAirports"
594,"Valkenburg Naval Air Base","Valkenburg","Netherlands","LID","EHVB",52.166099548300004,4.41794013977,1,1,"E","Europe/Amsterdam","airport","OurAirports"
595,"Woensdrecht Air Base","Woensdrecht","Netherlands","WOE","EHWO",51.4491,4.34203,63,1,"E","Europe/Amsterdam","airport","OurAirports"
596,"Cork Airport","Cork","Ireland","ORK","EICK",51.84130096435547,-8.491109848022461,502,0,"E","Europe/Dublin","airport","OurAirports"
597,"Galway Airport","Galway","Ireland","GWY","EICM",53.300201416015625,-8.941590309143066,81,0,"E","Europe/Dublin","airport","OurAirports"
599,"Dublin Airport","Dublin","Ireland","DUB","EIDW",53.421299,-6.27007,242,0,"E","Europe/Dublin","airport","OurAirports"
600,"Ireland West Knock Airport","Connaught","Ireland","NOC","EIKN",53.910301208496094,-8.818490028381348,665,0,"E","Europe/Dublin","airport","OurAirports"
601,"Kerry Airport","Kerry","Ireland","KIR","EIKY",52.18090057373047,-9.52377986907959,112,0,"E","Europe/Dublin","airport","OurAirports"
602,"Casement Air Base","Casement","Ireland",\N,"EIME",53.301700592,-6.451330184940001,319,0,"E","Europe/Dublin","airport","OurAirports"
603,"Shannon Airport","Shannon","Ireland","SNN","EINN",52.702,-8.92482,46,0,"E","Europe/Dublin","airport","OurAirports"
604,"Sligo Airport","Sligo","Ireland","SXL","EISG",54.280200958252,-8.5992097854614,11,0,"E","Europe/Dublin","airport","OurAirports"
605,"Waterford Airport","Waterford","Ireland","WAT","EIWF",52.187198638916016,-7.0869598388671875,119,0,"E","Europe/Dublin","airport","OurAirports"
607,"Aarhus Airport","Aarhus","Denmark","AAR","EKAH",56.2999992371,10.619000434899998,82,1,"E","Europe/Copenhagen","airport","OurAirports"
608,"Billund Airport","Billund","Denmark","BLL","EKBI",55.7402992249,9.15178012848,247,1,"E","Europe/Copenhagen","airport","OurAirports"
609,"Copenhagen Kastrup Airport","Copenhagen","Denmark","CPH","EKCH",55.617900848389,12.656000137329,17,1,"E","Europe/Copenhagen","airport","OurAirports"
610,"Esbjerg Airport","Esbjerg","Denmark","EBJ","EKEB",55.525902,8.5534,97,1,"E","Europe/Copenhagen","airport","OurAirports"
611,"Grønholt Hillerød Airport","Gronholt","Denmark",\N,"EKGH",55.94139862060547,12.382200241088867,97,1,"E","Europe/Copenhagen","airport","OurAirports"
612,"Karup Airport","Karup","Denmark","KRP","EKKA",56.29750061035156,9.124629974365234,170,1,"E","Europe/Copenhagen","airport","OurAirports"
613,"Læsø Airport","Laeso","Denmark","BYR","EKLS",57.277198791503906,11.000100135803223,25,1,"E","Europe/Copenhagen","airport","OurAirports"
614,"Lolland Falster Maribo Airport","Maribo","Denmark","MRW","EKMB",54.699299,11.4401,16,1,"E","Europe/Copenhagen","airport","OurAirports"
615,"Odense Airport","Odense","Denmark","ODE","EKOD",55.47669982910156,10.330900192260742,56,1,"E","Europe/Copenhagen","airport","OurAirports"
616,"Kruså-Padborg Airport","Krusa-padborg","Denmark",\N,"EKPB",54.87030029296875,9.279009819030762,88,1,"E","Europe/Copenhagen","airport","OurAirports"
617,"Copenhagen Roskilde Airport","Copenhagen","Denmark","RKE","EKRK",55.585601806640625,12.131400108337402,146,1,"E","Europe/Copenhagen","airport","OurAirports"
618,"Bornholm Airport","Ronne","Denmark","RNN","EKRN",55.06330108642578,14.759599685668945,52,1,"E","Europe/Copenhagen","airport","OurAirports"
619,"Sønderborg Airport","Soenderborg","Denmark","SGD","EKSB",54.96440124511719,9.791729927062988,24,1,"E","Europe/Copenhagen","airport","OurAirports"
621,"Skrydstrup Air Base","Skrydstrup","Denmark","SKS","EKSP",55.221048,9.26702,141,1,"E","Europe/Copenhagen","airport","OurAirports"
622,"Skive Airport","Skive","Denmark","SQW","EKSV",56.550201416015625,9.172980308532715,74,1,"E","Europe/Copenhagen","airport","OurAirports"
623,"Thisted Airport","Thisted","Denmark","TED","EKTS",57.06880187988281,8.705220222473145,23,1,"E","Europe/Copenhagen","airport","OurAirports"
624,"Kolding Vamdrup Airfield","Kolding","Denmark",\N,"EKVD",55.436298,9.33092,143,1,"E","Europe/Copenhagen","airport","OurAirports"
625,"Vagar Airport","Vagar","Faroe Islands","FAE","EKVG",62.0635986328125,-7.277219772338867,280,0,"E","Atlantic/Faeroe","airport","OurAirports"
626,"Vesthimmerlands Flyveplads","Vesthimmerland","Denmark",\N,"EKVH",56.846901,9.45861,119,1,"E","Europe/Copenhagen","airport","OurAirports"
627,"Stauning Airport","Stauning","Denmark","STA","EKVJ",55.9901008605957,8.353910446166992,17,1,"E","Europe/Copenhagen","airport","OurAirports"
628,"Aalborg Airport","Aalborg","Denmark","AAL","EKYT",57.0927589138,9.84924316406,10,1,"E","Europe/Copenhagen","airport","OurAirports"
629,"Luxembourg-Findel International Airport","Luxemburg","Luxembourg","LUX","ELLX",49.6233333,6.2044444,1234,1,"E","Europe/Luxembourg","airport","OurAirports"
630,"Ålesund Airport","Alesund","Norway","AES","ENAL",62.5625,6.119699954986572,69,1,"E","Europe/Oslo","airport","OurAirports"
631,"Andøya Airport","Andoya","Norway","ANX","ENAN",69.292503356934,16.144199371338,43,1,"E","Europe/Oslo","airport","OurAirports"
632,"Alta Airport","Alta","Norway","ALF","ENAT",69.976097106934,23.371700286865,9,1,"E","Europe/Oslo","airport","OurAirports"
633,"Bømoen Airport","Voss","Norway",\N,"ENBM",60.63890075683594,6.501500129699707,300,1,"E","Europe/Oslo","airport","OurAirports"
634,"Brønnøysund Airport","Bronnoysund","Norway","BNN","ENBN",65.461097717285,12.217499732971,25,1,"E","Europe/Oslo","airport","OurAirports"
635,"Bodø Airport","Bodo","Norway","BOO","ENBO",67.26920318603516,14.365300178527832,42,1,"E","Europe/Oslo","airport","OurAirports"
636,"Bergen Airport Flesland","Bergen","Norway","BGO","ENBR",60.29339981,5.218140125,170,1,"E","Europe/Oslo","airport","OurAirports"
637,"Båtsfjord Airport","Batsfjord","Norway","BJF","ENBS",70.60050201416,29.691400527954,490,1,"E","Europe/Oslo","airport","OurAirports"
638,"Kristiansand Airport","Kristiansand","Norway","KRS","ENCN",58.204201,8.08537,57,1,"E","Europe/Oslo","airport","OurAirports"
639,"Geilo Airport Dagali","Geilo","Norway","DLD","ENDI",60.417301177978516,8.518349647521973,2618,1,"E","Europe/Oslo","airport","OurAirports"
640,"Bardufoss Airport","Bardufoss","Norway","BDU","ENDU",69.055801391602,18.540399551392,252,1,"E","Europe/Oslo","airport","OurAirports"
641,"Harstad/Narvik Airport Evenes","Harstad/Narvik","Norway","EVE","ENEV",68.491302490234,16.678100585938,84,1,"E","Europe/Oslo","airport","OurAirports"
642,"Leirin Airport","Fagernes","Norway","VDB","ENFG",61.015598297119,9.2880601882935,2697,1,"E","Europe/Oslo","airport","OurAirports"
643,"Florø Airport","Floro","Norway","FRO","ENFL",61.583599090576,5.0247201919556,37,1,"E","Europe/Oslo","airport","OurAirports"
644,"Oslo Lufthavn","Oslo","Norway","OSL","ENGM",60.121,11.0502,681,1,"E","Europe/Oslo","airport","OurAirports"
645,"Haugesund Airport","Haugesund","Norway","HAU","ENHD",59.34529876709,5.2083601951599,86,1,"E","Europe/Oslo","airport","OurAirports"
646,"Hasvik Airport","Hasvik","Norway","HAA","ENHK",70.486701965332,22.139699935913,21,1,"E","Europe/Oslo","airport","OurAirports"
647,"Kristiansund Airport (Kvernberget)","Kristiansund","Norway","KSU","ENKB",63.111801147461,7.824520111084,204,1,"E","Europe/Oslo","airport","OurAirports"
648,"Kjeller Airport","Kjeller","Norway",\N,"ENKJ",59.9692993164,11.036100387600001,354,1,"E","Europe/Oslo","airport","OurAirports"
649,"Kirkenes Airport (Høybuktmoen)","Kirkenes","Norway","KKN","ENKR",69.725799560547,29.891300201416,283,1,"E","Europe/Oslo","airport","OurAirports"
650,"Lista Airport","Farsund","Norway","FAN","ENLI",58.0994987487793,6.626049995422363,29,1,"E","Europe/Oslo","airport","OurAirports"
651,"Molde Airport","Molde","Norway","MOL","ENML",62.744701385498,7.2624998092651,10,1,"E","Europe/Oslo","airport","OurAirports"
652,"Mosjøen Airport (Kjærstad)","Mosjoen","Norway","MJF","ENMS",65.783996582031,13.214900016785,237,1,"E","Europe/Oslo","airport","OurAirports"
653,"Banak Airport","Lakselv","Norway","LKL","ENNA",70.068801879883,24.973499298096,25,1,"E","Europe/Oslo","airport","OurAirports"
654,"Notodden Airport","Notodden","Norway","NTB","ENNO",59.565701,9.21222,63,1,"E","Europe/Oslo","airport","OurAirports"
655,"Ørland Airport","Orland","Norway","OLA","ENOL",63.69889831542969,9.604000091552734,28,1,"E","Europe/Oslo","airport","OurAirports"
656,"Røros Airport","Roros","Norway","RRS","ENRO",62.578399658203,11.342300415039,2054,1,"E","Europe/Oslo","airport","OurAirports"
657,"Moss Airport Rygge","Rygge","Norway","RYG","ENRY",59.378817,10.785439,174,1,"E","Europe/Oslo","airport","OurAirports"
658,"Svalbard Airport Longyear","Svalbard","Norway","LYR","ENSB",78.246101379395,15.465600013733,88,1,"E","Arctic/Longyearbyen","airport","OurAirports"
659,"Skien Airport","Skien","Norway","SKE","ENSN",59.185001373291016,9.566940307617188,463,1,"E","Europe/Oslo","airport","OurAirports"
660,"Stord Airport","Stord","Norway","SRP","ENSO",59.791900634765625,5.340849876403809,160,1,"E","Europe/Oslo","airport","OurAirports"
662,"Sandnessjøen Airport (Stokka)","Sandnessjoen","Norway","SSJ","ENST",65.956802368164,12.468899726868,56,1,"E","Europe/Oslo","airport","OurAirports"
663,"Tromsø Airport","Tromso","Norway","TOS","ENTC",69.68329620361328,18.918899536132812,31,1,"E","Europe/Oslo","airport","OurAirports"
664,"Sandefjord Airport Torp","Sandefjord","Norway","TRF","ENTO",59.1866989136,10.258600235,286,1,"E","Europe/Oslo","airport","OurAirports"
665,"Trondheim Airport Værnes","Trondheim","Norway","TRD","ENVA",63.4578018,10.9239998,56,1,"E","Europe/Oslo","airport","OurAirports"
666,"Stavanger Airport Sola","Stavanger","Norway","SVG","ENZV",58.876701354,5.6377801895,29,1,"E","Europe/Oslo","airport","OurAirports"
667,"Babice Airport","Warsaw","Poland",\N,"EPBC",52.26850128173828,20.910999298095703,352,1,"E","Europe/Warsaw","airport","OurAirports"
668,"Gdańsk Lech Wałęsa Airport","Gdansk","Poland","GDN","EPGD",54.377601623535156,18.46619987487793,489,1,"E","Europe/Warsaw","airport","OurAirports"
669,"Kraków John Paul II International Airport","Krakow","Poland","KRK","EPKK",50.077702,19.7848,791,1,"E","Europe/Warsaw","airport","OurAirports"
670,"Muchowiec Airport","Katowice","Poland",\N,"EPKM",50.23809814453125,19.03420066833496,909,1,"E","Europe/Warsaw","airport","OurAirports"
671,"Katowice International Airport","Katowice","Poland","KTW","EPKT",50.4743,19.08,995,1,"E","Europe/Warsaw","airport","OurAirports"
673,"Mielec Airport","Mielec","Poland",\N,"EPML",50.32229995727539,21.462099075317383,548,1,"E","Europe/Warsaw","airport","OurAirports"
674,"Poznań-Ławica Airport","Poznan","Poland","POZ","EPPO",52.421001434299995,16.8262996674,308,1,"E","Europe/Warsaw","airport","OurAirports"
675,"Rzeszów-Jasionka Airport","Rzeszow","Poland","RZE","EPRZ",50.1100006104,22.0189990997,675,1,"E","Europe/Warsaw","airport","OurAirports"
676,"Szczecin-Goleniów ""Solidarność"" Airport","Szczecin","Poland","SZZ","EPSC",53.584701538100006,14.902199745199999,154,1,"E","Europe/Warsaw","airport","OurAirports"
677,"Redzikowo Air Base","Slupsk","Poland","OSP","EPSK",54.47890090942383,17.107500076293945,217,1,"E","Europe/Warsaw","airport","OurAirports"
678,"Swidwin Military Air Base","Shapaja","Poland",\N,"EPSN",53.790599823,15.826299667399999,385,1,"E","Europe/Warsaw","airport","OurAirports"
679,"Warsaw Chopin Airport","Warsaw","Poland","WAW","EPWA",52.1656990051,20.967100143399996,362,1,"E","Europe/Warsaw","airport","OurAirports"
680,"Copernicus Wrocław Airport","Wroclaw","Poland","WRO","EPWR",51.1026992798,16.885799408,404,1,"E","Europe/Warsaw","airport","OurAirports"
681,"Zielona Góra-Babimost Airport","Zielona Gora","Poland","IEG","EPZG",52.138500213600004,15.7986001968,194,1,"E","Europe/Warsaw","airport","OurAirports"
682,"Malmen Air Base","Linkoeping","Sweden",\N,"ESCF",58.40230178833008,15.525699615478516,308,1,"E","Europe/Stockholm","airport","OurAirports"
683,"Bråvalla Air Base","Norrkoeping","Sweden",\N,"ESCK",58.61090087890625,16.103599548339844,90,1,"E","Europe/Stockholm","airport","OurAirports"
684,"Uppsala Airport","Uppsala","Sweden",\N,"ESCM",59.897300720214844,17.588600158691406,68,1,"E","Europe/Stockholm","airport","OurAirports"
685,"Ronneby Airport","Ronneby","Sweden","RNB","ESDF",56.266700744629,15.265000343323,191,1,"E","Europe/Stockholm","airport","OurAirports"
686,"Råda Air Base","Rada","Sweden",\N,"ESFR",58.49810028076172,13.053199768066406,230,1,"E","Europe/Stockholm","airport","OurAirports"
687,"Gothenburg-Landvetter Airport","Gothenborg","Sweden","GOT","ESGG",57.662799835205,12.279800415039,506,1,"E","Europe/Stockholm","airport","OurAirports"
688,"Jönköping Airport","Joenkoeping","Sweden","JKG","ESGJ",57.757598876953125,14.068699836730957,741,1,"E","Europe/Stockholm","airport","OurAirports"
689,"Falköping Airport","Falkoping","Sweden",\N,"ESGK",58.1697998046875,13.587800025939941,785,1,"E","Europe/Stockholm","airport","OurAirports"
690,"Lidköping-Hovby Airport","Lidkoping","Sweden","LDK","ESGL",58.4655,13.1744,200,1,"E","Europe/Stockholm","airport","OurAirports"
691,"Gothenburg City Airport","Gothenborg","Sweden","GSE","ESGP",57.7747,11.8704,59,1,"E","Europe/Stockholm","airport","OurAirports"
692,"Skövde Airport","Skovde","Sweden","KVB","ESGR",58.45640182495117,13.972700119018555,324,1,"E","Europe/Stockholm","airport","OurAirports"
693,"Trollhättan-Vänersborg Airport","Trollhattan","Sweden","THN","ESGT",58.31809997558594,12.345000267028809,137,1,"E","Europe/Stockholm","airport","OurAirports"
694,"Karlsborg Air Base","Karlsborg","Sweden",\N,"ESIA",58.51380157470703,14.507100105285645,308,1,"E","Europe/Stockholm","airport","OurAirports"
695,"Såtenäs Air Base","Satenas","Sweden",\N,"ESIB",58.42639923095703,12.714400291442871,181,1,"E","Europe/Stockholm","airport","OurAirports"
696,"Barkarby Airport","Stockholm","Sweden",\N,"ESKB",59.4144743644,17.8821372986,50,1,"E","Europe/Stockholm","airport","OurAirports"
697,"Karlskoga Airport","Karlskoga","Sweden","KSK","ESKK",59.34590148925781,14.49590015411377,400,1,"E","Europe/Stockholm","airport","OurAirports"
698,"Mora Airport","Mora","Sweden","MXX","ESKM",60.957901,14.5114,634,1,"E","Europe/Stockholm","airport","OurAirports"
699,"Stockholm Skavsta Airport","Stockholm","Sweden","NYO","ESKN",58.78860092163086,16.912200927734375,140,1,"E","Europe/Stockholm","airport","OurAirports"
700,"Arvika Airport","Arvika","Sweden",\N,"ESKV",59.6759,12.6394,237,1,"E","Europe/Stockholm","airport","OurAirports"
701,"Emmaboda Airfield","Emmaboda","Sweden",\N,"ESMA",56.610802,15.6048,442,1,"E","Europe/Stockholm","airport","OurAirports"
702,"Feringe Airport","Ljungby","Sweden",\N,"ESMG",56.9502983093,13.921699523900001,538,1,"E","Europe/Stockholm","airport","OurAirports"
703,"Kristianstad Airport","Kristianstad","Sweden","KID","ESMK",55.92169952392578,14.08549976348877,76,1,"E","Europe/Stockholm","airport","OurAirports"
704,"Landskrona Airport","Landskrona","Sweden",\N,"ESML",55.94599914550781,12.869999885559082,194,1,"E","Europe/Stockholm","airport","OurAirports"
705,"Oskarshamn Airport","Oskarshamn","Sweden","OSK","ESMO",57.350498,16.497999,96,1,"E","Europe/Stockholm","airport","OurAirports"
706,"Anderstorp Airport","Anderstorp","Sweden",\N,"ESMP",57.264198303222656,13.59939956665039,507,1,"E","Europe/Stockholm","airport","OurAirports"
707,"Kalmar Airport","Kalkmar","Sweden","KLR","ESMQ",56.68550109863281,16.287599563598633,17,1,"E","Europe/Stockholm","airport","OurAirports"
708,"Malmö Sturup Airport","Malmoe","Sweden","MMX","ESMS",55.536305364,13.376197814900001,236,1,"E","Europe/Stockholm","airport","OurAirports"
709,"Halmstad Airport","Halmstad","Sweden","HAD","ESMT",56.69110107421875,12.820199966430664,101,1,"E","Europe/Stockholm","airport","OurAirports"
710,"Hagshult Air Base","Hagshult","Sweden",\N,"ESMV",57.292198,14.1372,556,1,"E","Europe/Stockholm","airport","OurAirports"
711,"Växjö Kronoberg Airport","Vaxjo","Sweden","VXO","ESMX",56.929100036621094,14.727999687194824,610,1,"E","Europe/Stockholm","airport","OurAirports"
712,"Hallviken Airport","Hallviken","Sweden",\N,"ESNA",63.73830032348633,15.45829963684082,1119,1,"E","Europe/Stockholm","airport","OurAirports"
713,"Hedlanda Airport","Hede","Sweden",\N,"ESNC",62.40890121459999,13.747200012199999,1460,1,"E","Europe/Stockholm","airport","OurAirports"
714,"Sveg Airport","Sveg","Sweden","EVG","ESND",62.04779815673828,14.422900199890137,1178,1,"E","Europe/Stockholm","airport","OurAirports"
715,"Gällivare Airport","Gallivare","Sweden","GEV","ESNG",67.13240051269531,20.814599990844727,1027,1,"E","Europe/Stockholm","airport","OurAirports"
716,"Hudiksvall Airport","Hudiksvall","Sweden","HUV","ESNH",61.7681007385,17.0806999207,95,1,"E","Europe/Stockholm","airport","OurAirports"
717,"Jokkmokk Airport","Jokkmokk","Sweden",\N,"ESNJ",66.49620056152344,20.147199630737305,904,1,"E","Europe/Stockholm","airport","OurAirports"
718,"Kramfors Sollefteå Airport","Kramfors","Sweden","KRF","ESNK",63.04859924316406,17.76889991760254,34,1,"E","Europe/Stockholm","airport","OurAirports"
719,"Lycksele Airport","Lycksele","Sweden","LYC","ESNL",64.54830169677734,18.71619987487793,705,1,"E","Europe/Stockholm","airport","OurAirports"
720,"Optand Airport","Optand","Sweden",\N,"ESNM",63.12860107421875,14.802800178527832,1236,1,"E","Europe/Stockholm","airport","OurAirports"
721,"Sundsvall-Härnösand Airport","Sundsvall","Sweden","SDL","ESNN",62.528099060058594,17.443899154663086,16,1,"E","Europe/Stockholm","airport","OurAirports"
722,"Örnsköldsvik Airport","Ornskoldsvik","Sweden","OER","ESNO",63.40829849243164,18.989999771118164,354,1,"E","Europe/Stockholm","airport","OurAirports"
